Serial no,R,G,B,40-70比例%,70-120比例%,325比例%,砂粉產地,樹酯品牌,樹酯比例%,色粉1,色粉1比例%(樹酯),色粉2,色粉2比例%(樹酯),色粉3,色粉3比例%(樹酯),偶聯劑%(樹酯),促進劑%(樹酯),固化劑%(樹酯),color
104432 河源6%白,198,198,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,201,196,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,198,198,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,197,197,197,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,198,198,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,198,198,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,198,200,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,198,194,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,196,196,196,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,204,202,203,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,197,197,197,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,201,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,198,198,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,198,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,202,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,197,197,197,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,195,197,196,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,201,201,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,198,196,197,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,203,203,203,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,198,200,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,197,197,197,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,202,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,197,197,197,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,200,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,198,198,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,197,197,197,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,202,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,196,196,196,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,197,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,197,199,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,197,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,198,200,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,199,195,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,200,200,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,201,201,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,201,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,201,203,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,198,198,196,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,198,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,201,196,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,205,205,205,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,203,201,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,197,199,196,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,198,198,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,202,202,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,202,198,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,202,202,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,197,197,195,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,199,201,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源6%白,200,201,196,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源6%白,197,199,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,6,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,199,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,Cyan
104432 河源7%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,198,198,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,203,203,203,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,201,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,199,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,197,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,199,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,198,198,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,202,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,200,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,198,198,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,202,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,201,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,198,200,197,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,204,204,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源7%白,199,197,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,204,204,204,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,203,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,201,205,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,Cyan
104432 河源7%白,201,201,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源7%白,201,201,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源7%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,199,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,202,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,203,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,200,205,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,Purple
104432 河源7%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,199,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,200,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,199,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,202,202,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,198,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,202,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,197,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,198,198,198,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,202,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,Yellow
104432 河源7%白,202,200,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,199,199,199,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,202,200,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,200,200,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,199,200,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
104432 河源7%白,201,201,201,10,44,32,河源,亞邦樹酯,15.8,鈦白粉,7,無,0,無,0,1.2,0.16,0.53,White
391532 河源0%,193,193,183,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Green
391532 河源0%,197,193,184,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源0%,197,196,191,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源0%,199,196,191,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源0%,194,191,184,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源0%,198,197,192,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源0%,197,194,185,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源0%,197,194,185,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源0%,197,197,189,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Green
391532 河源0%,198,195,188,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源0%,199,196,189,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源0%,194,195,187,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Green
391532 河源0%,195,190,184,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Red
391532 河源0%,200,197,190,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源0%,194,194,186,39,15,32,河源,亞邦樹酯,15.8,無,0,無,0,無,0,1.2,0.16,0.53,Green
